filme1,filme2,qtd_atores_compartilhados,atores_compartilhados,generos_compartilhados,similaridade,peso
Wolf,Boiler Room,1,Ron Rifkin,Drama|Thriller,4,0.25
EDtv,How to Lose a Guy in 10 Days,1,Matthew McConaughey,Comedy,3,0.333333
Rosemary's Baby,Widows' Peak,1,Mia Farrow,Drama,3,0.333333
Manhattan,Silkwood,1,Meryl Streep,Drama,3,0.333333
Chariots of Fire,Empire of the Sun,1,Nigel Havers,Drama,3,0.333333
"Girl, Interrupted","Scanner Darkly, A",1,Winona Ryder,Drama,3,0.333333
Down Periscope,Deuce Bigalow: Male Gigolo,1,Rob Schneider,Comedy,3,0.333333
Evil Dead II (Dead by Dawn),Darkman,2,Ted Raimi|Dan Hicks,Action|Fantasy,6,0.166667
European Vacation (aka National Lampoon's European Vacation),¡Three Amigos!,1,Chevy Chase,Comedy,3,0.333333
"Aristocats, The",Herbie Rides Again,1,Vito Scotti,Children,3,0.333333
Sleepers,Hide and Seek,1,Robert De Niro,Thriller,3,0.333333
North,Beavis and Butt-Head Do America,1,Bruce Willis,Comedy,3,0.333333
Wolf,Up Close and Personal,2,Michelle Pfeiffer|Kate Nelligan,Drama|Romance,6,0.166667
Moll Flanders,"Girl with the Dragon Tattoo, The",2,Robin Wright|Geraldine James,Drama,5,0.2
Constantine,Oz the Great and Powerful,1,Rachel Weisz,Action|Fantasy,4,0.25
"Saint, The",Eragon,1,Alun Armstrong,Action,3,0.333333
Charlie's Angels: Full Throttle,Fury,1,Shia LaBeouf,Action,3,0.333333
"Siege, The",Live Free or Die Hard,1,Bruce Willis,Action|Thriller,4,0.25
"Fisher King, The",Hell or High Water,1,Jeff Bridges,Drama,3,0.333333
Dodgeball: A True Underdog Story,"Internship, The",1,Vince Vaughn,Comedy,3,0.333333
Manhattan,Husbands and Wives,1,Woody Allen,Comedy|Drama,4,0.25
"New World, The",Inside Man,1,Christopher Plummer,Drama,3,0.333333
Quills,"Village, The",1,Joaquin Phoenix,Drama,3,0.333333
Mr. Deeds,Click,1,Adam Sandler,Comedy|Romance,4,0.25
How the Grinch Stole Christmas (a.k.a. The Grinch),Kick-Ass 2,1,Jim Carrey,Comedy,3,0.333333
Strange Days,"Dangerous Lives of Altar Boys, The",1,Vincent D'Onofrio,Drama,3,0.333333
Far and Away,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1,Colm Meaney,Romance,3,0.333333
Cars,"Internship, The",1,Owen Wilson,Comedy,3,0.333333
Tangled,"Hangover Part III, The",1,Jeffrey Tambor,Comedy,3,0.333333
"Borrowers, The","Emperor's New Groove, The",1,John Goodman,Adventure|Children|Comedy|Fantasy,6,0.166667
Evita,Stigmata,1,Jonathan Pryce,Drama,3,0.333333
Double Jeopardy,Rules of Engagement,2,Tommy Lee Jones|Bruce Greenwood,Drama|Thriller,6,0.166667
"13th Warrior, The",Shrek Forever After (a.k.a. Shrek: The Final Chapter),1,Antonio Banderas,Adventure|Fantasy,4,0.25
Buffalo '66 (a.k.a. Buffalo 66),"Wrestler, The",1,Mickey Rourke,Drama,3,0.333333
Charade,Grumpy Old Men,1,Walter Matthau,Comedy,3,0.333333
She's the One,"Whole Nine Yards, The",1,Amanda Peet,Comedy,3,0.333333
"History of Violence, A","Fountain, The",1,Stephen McHattie,Drama,3,0.333333
"Notebook, The",Alpha Dog,1,Matthew Barry,Drama,3,0.333333
Transformers: The Movie,Hercules,1,Corey Burton,Adventure|Animation|Children,5,0.2
Patch Adams,Robots,1,Robin Williams,Comedy,3,0.333333
How the Grinch Stole Christmas (a.k.a. The Grinch),Fun with Dick and Jane,1,Jim Carrey,Comedy,3,0.333333
Strange Days,Akeelah and the Bee,1,Angela Bassett,Drama,3,0.333333
Road Trip,Hoodwinked!,1,Andy Dick,Comedy,3,0.333333
"Devil Wears Prada, The",Valentine's Day,1,Anne Hathaway,Comedy,3,0.333333
Beavis and Butt-Head Do America,Beerfest,1,Cloris Leachman,Comedy,3,0.333333
One Fine Day,What Lies Beneath,1,Michelle Pfeiffer,Drama,3,0.333333
Die Another Day,Fracture,1,Rosamund Pike,Thriller,3,0.333333
To Die For,Marvin's Room,1,Dan Hedaya,Drama,3,0.333333
"Insider, The","Good Year, A",1,Russell Crowe,Drama,3,0.333333
Anaconda,Shanghai Knights,1,Owen Wilson,Action|Adventure,4,0.25
TMNT (Teenage Mutant Ninja Turtles),Captain America: The First Avenger,1,Chris Evans,Action|Adventure,4,0.25
Blood Simple,"Hurricane, The",1,Dan Hedaya,Drama,3,0.333333
Strange Days,Gifted,1,Glenn Plummer,Drama,3,0.333333
Rounders,Transformers: Dark of the Moon,2,John Malkovich|John Turturro,,4,0.25
Elf,Puss in Boots,1,Amy Sedaris,Comedy|Fantasy,4,0.25
All the President's Men,Up Close and Personal,1,Robert Redford,Drama,3,0.333333
Robin Hood: Prince of Thieves,Unleashed (Danny the Dog),1,Morgan Freeman,Drama,3,0.333333
Prometheus,Annihilation,1,Benedict Wong,Sci-Fi,3,0.333333
Live Free or Die Hard,Surrogates,1,Bruce Willis,Action|Thriller,4,0.25
"Three Burials of Melquiades Estrada, The",Captain America: The First Avenger,1,Tommy Lee Jones,Adventure,3,0.333333
Mary Shelley's Frankenstein (Frankenstein),Great Expectations,1,Robert De Niro,Drama,3,0.333333
"Right Stuff, The","Rookie, The",1,Dennis Quaid,Drama,3,0.333333
"Big Chill, The",William Shakespeare's A Midsummer Night's Dream,1,Kevin Kline,Comedy,3,0.333333
Zero Effect,Never Been Kissed,1,Sarah DeVincentis,Comedy,3,0.333333
"Help, The",La La Land,1,Emma Stone,Drama,3,0.333333
Angel Heart,Mary Shelley's Frankenstein (Frankenstein),1,Robert De Niro,Horror,3,0.333333
Brokeback Mountain,Nocturnal Animals,1,Jake Gyllenhaal,Drama,3,0.333333
2046,Hero (Ying xiong),3,Maggie Cheung|Tony Leung Chiu-wai|Ziyi Zhang,Drama,7,0.142857
Van Helsing,Underworld: Evolution,1,Kate Beckinsale,Action|Fantasy|Horror,5,0.2
Wild Things,The Jungle Book,1,Bill Murray,Drama,3,0.333333
"People vs. Larry Flynt, The",Becoming Jane,1,James Cromwell,Drama,3,0.333333
"Devil Wears Prada, The",Into the Woods,2,Meryl Streep|Emily Blunt,Comedy,5,0.2
"Play It Again, Sam",Mighty Aphrodite,1,Woody Allen,Comedy|Romance,4,0.25
"Big Sleep, The",Dogville,1,Lauren Bacall,Mystery,3,0.333333
Passenger 57,Strange Days,1,Tom Sizemore,Action|Thriller,4,0.25
Terminator Salvation,Wanted,1,Common,Action|Thriller,4,0.25
Watership Down,"Elephant Man, The",1,John Hurt,Drama,3,0.333333
Swordfish,"Punisher, The",1,John Travolta,Action|Crime,4,0.25
"Doors, The",Proof of Life,1,Meg Ryan,Drama,3,0.333333
Volcano,Avengers: Infinity War - Part I,1,Don Cheadle,Action,3,0.333333
We Need to Talk About Kevin,Moonrise Kingdom,1,Tilda Swinton,Drama,3,0.333333
Tropic Thunder,Night at the Museum: Battle of the Smithsonian,2,Ben Stiller|Steve Coogan,Action|Comedy,6,0.166667
Midnight Run,"Score, The",1,Robert De Niro,Action,3,0.333333
Manhattan,Into the Woods,1,Meryl Streep,Comedy,3,0.333333
Three Colors: Red (Trois couleurs: Rouge),Othello,1,Irène Jacob,Drama,3,0.333333
Nurse Betty,Wanted,1,Morgan Freeman,Thriller,3,0.333333
Corpse Bride,Small Time Crooks,1,Tracey Ullman,Comedy,3,0.333333
Rent,"Devil Wears Prada, The",1,Tracie Thoms,Drama,3,0.333333
Money Train,2012,1,Woody Harrelson,Action|Drama|Thriller,5,0.2
Days of Thunder,"Hours, The",1,Nicole Kidman,Drama|Romance,4,0.25
Dreamscape,"Girl with the Dragon Tattoo, The",1,Christopher Plummer,Thriller,3,0.333333
Mary Shelley's Frankenstein (Frankenstein),Practical Magic,1,Aidan Quinn,Drama,3,0.333333
Matilda,Fallen,1,Embeth Davidtz,Fantasy,3,0.333333
Rush,Avengers: Infinity War - Part I,1,Chris Hemsworth,Action,3,0.333333
Cars,Cars 2,2,Owen Wilson|Larry the Cable Guy,Animation|Children|Comedy,7,0.142857
Free Willy,"NeverEnding Story III, The",1,Jason James Richter,Adventure|Children,4,0.25
Captain America: The First Avenger,"Duchess, The",2,Dominic Cooper|Hayley Atwell,,4,0.25
"Paris, Texas",Pretty in Pink,1,Harry Dean Stanton,Drama|Romance,4,0.25
"Bodyguard, The",Thirteen Days,1,Kevin Costner,Drama|Thriller,4,0.25
Cold Mountain,Cinderella Man,1,Renée Zellweger,Drama|Romance,4,0.25
Harold and Maude,Air Bud,1,Eric Christmas,Comedy,3,0.333333
"American Werewolf in London, An",My Girl,1,Griffin Dunne,Comedy,3,0.333333
"Thin Red Line, The",Noah,1,Nick Nolte,Drama,3,0.333333
Murder at 1600,Blade II,1,Wesley Snipes,Thriller,3,0.333333
Identity Thief,Zootopia,1,Jason Bateman,Comedy,3,0.333333
"Year of Living Dangerously, The","Village, The",1,Sigourney Weaver,Drama,3,0.333333
Phone Booth,Melancholia,1,Kiefer Sutherland,Drama,3,0.333333
Kiss the Girls,Wanted,1,Morgan Freeman,Thriller,3,0.333333
"Synecdoche, New York",Brokeback Mountain,1,Michelle Williams,Drama,3,0.333333
"Notebook, The",Southpaw,1,Rachel McAdams,Drama,3,0.333333
"Longest Day, The","Dirty Dozen, The",1,Robert Ryan,Action|Drama|War,5,0.2
Star Trek Beyond,Guardians of the Galaxy 2,1,Zoe Saldaña,Action|Adventure|Sci-Fi,5,0.2
Home Alone 3,Tarzan,1,Alex D. Linz,Children,3,0.333333
"Devil Wears Prada, The",Bride Wars,1,Anne Hathaway,Comedy,3,0.333333
"Bronx Tale, A",Cop Land,1,Robert De Niro,Drama,3,0.333333
Striking Distance,"Whole Nine Yards, The",1,Bruce Willis,Crime,3,0.333333
Short Cuts,"Hours, The",1,Julianne Moore,Drama,3,0.333333
Strange Days,Wrath of the Titans,1,Ralph Fiennes,Action,3,0.333333
Zootopia,Allegiant: Part 1,1,Octavia Spencer,Adventure,3,0.333333
"Last Boy Scout, The",Moonrise Kingdom,1,Bruce Willis,Comedy|Drama,4,0.25
TMNT (Teenage Mutant Ninja Turtles),Captain America: The Winter Soldier,1,Chris Evans,Action|Adventure,4,0.25
"Poseidon Adventure, The",It Could Happen to You,1,Red Buttons,Drama,3,0.333333
Little Man Tate,K-PAX,1,Celia Weston,Drama,3,0.333333
Robin Hood: Prince of Thieves,3000 Miles to Graceland,2,Kevin Costner|Christian Slater,,4,0.25
Dangerous Liaisons,My Own Private Idaho,1,Keanu Reeves,Drama|Romance,4,0.25
"Lost Boys, The",Flatliners,1,Kiefer Sutherland,Horror|Thriller,4,0.25
Blade II,"Fast Five (Fast and the Furious 5, The)",1,Matt Schulze,Action|Thriller,4,0.25
"Insider, The",88 Minutes,1,Al Pacino,Drama|Thriller,4,0.25
Out of Sight,Saving Silverman (Evil Woman),1,Steve Zahn,Comedy|Romance,4,0.25
Ordinary People,"General's Daughter, The",1,Timothy Hutton,Drama,3,0.333333
Toys,Night at the Museum,1,Robin Williams,Comedy|Fantasy,4,0.25
Radio Days,Bullets Over Broadway,1,Dianne Wiest,Comedy,3,0.333333
"Paper, The",Waiting for Guffman,1,Catherine O'Hara,Comedy,3,0.333333
Robin Hood: Prince of Thieves,Basquiat,1,Michael Wincott,Drama,3,0.333333
Straw Dogs,Sleepers,1,Dustin Hoffman,Thriller,3,0.333333
Ernest Goes to Camp,Fried Green Tomatoes,1,Gailard Sartain,Comedy,3,0.333333
Bull Durham,Hidden Figures,1,Kevin Costner,Drama,3,0.333333
12 Years a Slave,Fury,1,Brad Pitt,Drama,3,0.333333
"Play It Again, Sam",Manhattan,2,Woody Allen|Diane Keaton,Comedy|Romance,6,0.166667
Papillon,All the President's Men,1,Dustin Hoffman,Drama,3,0.333333
Passengers,The Hunger Games: Mockingjay - Part 1,1,Jennifer Lawrence,Adventure|Sci-Fi,4,0.25
Hard Target,Tarzan,1,Lance Henriksen,Adventure,3,0.333333
That Thing You Do!,Sully,1,Tom Hanks,Drama,3,0.333333
Go,Simone (S1m0ne),1,Jay Mohr,Comedy,3,0.333333
Deliverance,"Big Easy, The",1,Ned Beatty,Thriller,3,0.333333
Ghostbusters II,St. Vincent,1,Bill Murray,Comedy,3,0.333333
"Insider, The",Exit Wounds,1,Bruce McGill,Thriller,3,0.333333
Dolores Claiborne,Diabolique,1,Kathy Bates,Drama|Thriller,4,0.25
"Notebook, The",Gangster Squad,1,Ryan Gosling,Drama,3,0.333333
Due Date,Birdman: Or (The Unexpected Virtue of Ignorance),1,Zach Galifianakis,Comedy,3,0.333333
"Emperor's New Groove, The",Hoodwinked!,1,Patrick Warburton,Animation|Children|Comedy,5,0.2
Shall We Dance?,"Devil Wears Prada, The",1,Stanley Tucci,Comedy,3,0.333333
Powder,Suicide Kings,1,Sean Patrick Flanery,Drama,3,0.333333
"Emperor's New Groove, The",Ted 2,1,Patrick Warburton,Comedy,3,0.333333
Hudson Hawk,Beavis and Butt-Head Do America,1,Bruce Willis,Adventure|Comedy,4,0.25
Resident Evil,"Fast & Furious (Fast and the Furious 4, The)",1,Michelle Rodriguez,Action|Thriller,4,0.25
Backdraft,Miracle,1,Kurt Russell,Drama,3,0.333333
Frequency,Vantage Point,1,Dennis Quaid,Drama|Thriller,4,0.25
Daylight,G.I. Jane,1,Viggo Mortensen,Action|Drama,4,0.25
West Side Story,Carnal Knowledge,1,Rita Moreno,Drama,3,0.333333
Heaven Can Wait,Bullets Over Broadway,1,Jack Warden,Comedy,3,0.333333
Go,"Way of the Gun, The",1,Taye Diggs,Crime,3,0.333333
John Q,American Gangster,1,Denzel Washington,Crime|Drama|Thriller,5,0.2
Marie Antoinette,Moonrise Kingdom,1,Jason Schwartzman,Drama|Romance,4,0.25
Layer Cake,"Book of Eli, The",1,Michael Gambon,Drama,3,0.333333
Heavenly Creatures,"Reader, The",1,Kate Winslet,Drama,3,0.333333
Six Days Seven Nights,Sunshine,1,Cliff Curtis,Adventure,3,0.333333
Dirty Rotten Scoundrels,Sgt. Bilko,2,Steve Martin|Glenne Headly,Comedy,5,0.2
Altered States,Moonrise Kingdom,1,Bob Balaban,Drama,3,0.333333
"Hail, Caesar!",Knocked Up,1,Jonah Hill,Comedy,3,0.333333
Dolores Claiborne,Fracture,2,David Strathairn|Bob Gunton,Drama|Thriller,6,0.166667
Daylight,Guardians of the Galaxy 2,1,Sylvester Stallone,Action|Adventure,4,0.25
Great Expectations,Rounders,1,Josh Mostel,Drama,3,0.333333
Backdraft,Soldier,1,Kurt Russell,Action,3,0.333333
Empire of the Sun,"Man in the Iron Mask, The",1,John Malkovich,Action|Adventure|Drama,5,0.2
"Saint, The",Taken 2,1,Rade Serbedzija,Action|Thriller,4,0.25
One Fine Day,Up in the Air,1,George Clooney,Drama|Romance,4,0.25
"Elephant Man, The",Howards End,1,Anthony Hopkins,Drama,3,0.333333
Little Shop of Horrors,Bringing Down the House,1,Steve Martin,Comedy,3,0.333333
Runaway Bride,Wet Hot American Summer,1,Christopher Meloni,Comedy,3,0.333333
"Butcher's Wife, The",Beavis and Butt-Head Do America,1,Demi Moore,Comedy,3,0.333333
Inside Man,2 Guns,1,Denzel Washington,Crime,3,0.333333
AVP: Alien vs. Predator,Snowpiercer,1,Ewen Bremner,Action|Sci-Fi,4,0.25
"Mighty Ducks, The","Family Man, The",1,Josef Sommer,Comedy,3,0.333333
American Gangster,Winter's Bone,1,John Hawkes,Drama|Thriller,4,0.25
Madagascar,"Dictator, The",1,Sacha Baron Cohen,Comedy,3,0.333333
S.W.A.T.,Mission: Impossible - Ghost Protocol,1,Jeremy Renner,Action|Thriller,4,0.25
Hero,Finding Neverland,1,Dustin Hoffman,Drama,3,0.333333
Kalifornia,Starsky & Hutch,1,Juliette Lewis,Thriller,3,0.333333
"Mighty, The","Notebook, The",1,Gena Rowlands,Drama,3,0.333333
Tootsie,Garfield: The Movie,1,Bill Murray,Comedy,3,0.333333
Don Juan DeMarco,Jungle2Jungle (a.k.a. Jungle 2 Jungle),1,Bob Dishy,Comedy,3,0.333333
"Girl with the Dragon Tattoo, The",Nymphomaniac: Volume I,1,Stellan Skarsgård,Drama,3,0.333333
Reality Bites,Saving Silverman (Evil Woman),1,Steve Zahn,Comedy|Romance,4,0.25
Bottle Rocket,"Darjeeling Limited, The",1,Owen Wilson,Adventure|Comedy,4,0.25
"Doors, The",Restoration,1,Meg Ryan,Drama,3,0.333333
Private Benjamin,Repo Man,1,Harry Dean Stanton,Comedy,3,0.333333
Repo Man,Rango,1,Harry Dean Stanton,Comedy,3,0.333333
Flirting With Disaster,"Cabin in the Woods, The",1,Richard Jenkins,Comedy,3,0.333333
"Kingdom, The",Burn After Reading,1,Richard Jenkins,Drama,3,0.333333
Driving Miss Daisy,Moll Flanders,1,Morgan Freeman,Drama,3,0.333333
"Muppet Christmas Carol, The",Muppet Treasure Island,4,Frank Oz|Dave Goelz|Jerry Nelson|Steve Whitmire,Children|Comedy|Musical,11,0.090909
Easy Rider,"Bucket List, The",1,Jack Nicholson,Drama,3,0.333333
"Great White Hype, The",Cars,1,Cheech Marin,Comedy,3,0.333333
Stripes,Garfield: The Movie,1,Bill Murray,Comedy,3,0.333333
Hocus Pocus,Ghost World,1,Thora Birch,Comedy,3,0.333333
Paul,Mission: Impossible - Ghost Protocol,1,Simon Pegg,Adventure,3,0.333333
"Devil Wears Prada, The",Sunshine Cleaning,1,Emily Blunt,Comedy|Drama,4,0.25
"People vs. Larry Flynt, The",Jurassic World: Fallen Kingdom,1,James Cromwell,Drama,3,0.333333
"Princess Diaries, The",Shrek the Third,1,Julie Andrews,Children|Comedy,4,0.25
Beavis and Butt-Head Do America,"Whole Ten Yards, The",1,Bruce Willis,Comedy|Crime,4,0.25
"History of Violence, A",Gone Baby Gone,1,Ed Harris,Crime|Drama,4,0.25
"French Connection, The",Jane Austen's Mafia!,1,Tony Lo Bianco,Crime,3,0.333333
Grand Canyon,Red Dragon,1,Mary-Louise Parker,Crime,3,0.333333
Beverly Hills Cop II,Midnight Run,1,John Ashton,Action|Comedy|Crime|Thriller,6,0.166667
Runaway Bride,It's Complicated,1,Rita Wilson,Comedy|Romance,4,0.25
Papillon,Kramer vs. Kramer,1,Dustin Hoffman,Drama,3,0.333333
Klute,Backdraft,1,Donald Sutherland,Drama,3,0.333333
L.A. Story,Buffalo '66 (a.k.a. Buffalo 66),1,Kevin Pollak,Romance,3,0.333333
"Book of Eli, The",Divergent,1,Ray Stevenson,Adventure,3,0.333333
Barton Fink,Coyote Ugly,1,John Goodman,Drama,3,0.333333
JFK,"Contender, The",1,Gary Oldman,Drama|Thriller,4,0.25
Spies Like Us,Ghostbusters II,1,Dan Aykroyd,Comedy,3,0.333333
Runaway Bride,Confessions of a Shopaholic,1,Joan Cusack,Comedy|Romance,4,0.25
Out of Sight,"Ides of March, The",1,George Clooney,Drama,3,0.333333
Before the Devil Knows You're Dead,Spider-Man 3,1,Rosemary Harris,Thriller,3,0.333333
What Dreams May Come,One Hour Photo,1,Robin Williams,Drama,3,0.333333
Metro,Hitch,1,Michael Rapaport,Comedy,3,0.333333
Beavis and Butt-Head Do America,Spy Kids 3-D: Game Over,1,Mike Judge,Adventure,3,0.333333
Private Parts,"Hangover Part II, The",1,Paul Giamatti,Comedy,3,0.333333
Hancock,Focus,1,Will Smith,Comedy|Crime,4,0.25
"Waterboy, The",Spanglish,1,Adam Sandler,Comedy,3,0.333333
"Omega Man, The",Star Trek: Insurrection,1,Anthony Zerbe,Action|Drama|Sci-Fi,5,0.2
Tucker: The Man and His Dream,"Notebook, The",1,Joan Allen,Drama,3,0.333333
Knocked Up,She's Out of My League,1,Jay Baruchel,Comedy,3,0.333333
Moonrise Kingdom,Saving Mr. Banks,1,Jason Schwartzman,Comedy|Drama,4,0.25
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),Avengers: Age of Ultron,1,Samuel L. Jackson,Action,3,0.333333
Stardust Memories,Mighty Aphrodite,1,Woody Allen,Comedy|Drama,4,0.25
"Mission, The",Awakenings,1,Robert De Niro,Drama,3,0.333333
Showgirls,P.S. I Love You,1,Gina Gershon,Drama,3,0.333333
"Secret Garden, The",Othello,1,Irène Jacob,Drama,3,0.333333
Picture Perfect,Go,1,Jay Mohr,Comedy,3,0.333333
"Change-Up, The",Zootopia,1,Jason Bateman,Comedy,3,0.333333
Salt,Spotlight,1,Liev Schreiber,Thriller,3,0.333333
K-PAX,Crazy Heart,1,Jeff Bridges,Drama,3,0.333333
Dodgeball: A True Underdog Story,Grandma's Boy,1,Joel David Moore,Comedy,3,0.333333
Look Who's Talking Too,Moonrise Kingdom,1,Bruce Willis,Comedy|Romance,4,0.25
My Left Foot,"Age of Innocence, The",1,Daniel Day-Lewis,Drama,3,0.333333
Airheads,Blast from the Past,1,Brendan Fraser,Comedy,3,0.333333
S.W.A.T.,Captain America: Civil War,1,Jeremy Renner,Action|Thriller,4,0.25
Mississippi Burning,eXistenZ,1,Willem Dafoe,Thriller,3,0.333333
Clockers,Courage Under Fire,1,Regina Taylor,Crime|Drama,4,0.25
Great Expectations,Sliding Doors,1,Gwyneth Paltrow,Drama|Romance,4,0.25
Madagascar: Escape 2 Africa,Tropic Thunder,1,Ben Stiller,Action|Adventure|Comedy,5,0.2
Hard Target,"Quick and the Dead, The",1,Lance Henriksen,Action|Thriller,4,0.25
Days of Thunder,Kiss the Girls,1,Cary Elwes,Drama,3,0.333333
Tin Men,Sister Act,1,Richard Portnow,Comedy,3,0.333333
Couples Retreat,Zootopia,1,Jason Bateman,Comedy,3,0.333333
Tropic Thunder,Due Date,1,Robert Downey Jr.,Comedy,3,0.333333
Mystery Men,Cellular,1,William H. Macy,Action,3,0.333333
Dinner for Schmucks,Knocked Up,1,Paul Rudd,Comedy,3,0.333333
How to Lose a Guy in 10 Days,"Secret Life of Walter Mitty, The",1,Kathryn Hahn,Comedy,3,0.333333
Once Upon a Time in America,Cop Land,1,Robert De Niro,Crime|Drama,4,0.25
Megamind,Fury,1,Brad Pitt,Action,3,0.333333
October Sky,"Rookie, The",1,Chad Lindberg,Drama,3,0.333333
Courage Under Fire,John Q,1,Denzel Washington,Crime|Drama,4,0.25
That Thing You Do!,Cookie's Fortune,1,Liv Tyler,Comedy|Drama,4,0.25
Coyote Ugly,Serendipity,1,Bridget Moynahan,Comedy|Romance,4,0.25
Josie and the Pussycats,Dodgeball: A True Underdog Story,1,Missi Pyle,Comedy,3,0.333333
Garfield: The Movie,Moonrise Kingdom,1,Bill Murray,Comedy,3,0.333333
Dragonslayer,Ghostbusters II,1,Peter MacNicol,Fantasy,3,0.333333
Just Married,Burn After Reading,1,David Rasche,Comedy,3,0.333333
Stigmata,Shooter,1,Rade Serbedzija,Drama|Thriller,4,0.25
Strange Days,Nerve,1,Juliette Lewis,Drama|Thriller,4,0.25
How the Grinch Stole Christmas (a.k.a. The Grinch),"Majestic, The",1,Jim Carrey,Comedy,3,0.333333
Nurse Betty,Red,1,Morgan Freeman,Comedy,3,0.333333
Watership Down,Mary Shelley's Frankenstein (Frankenstein),1,Richard Briers,Drama,3,0.333333
Identity,Runaway Jury,1,John Cusack,Thriller,3,0.333333
Win a Date with Tad Hamilton!,Zootopia,2,Ginnifer Goodwin|Octavia Spencer,Comedy,5,0.2
First Blood (Rambo: First Blood),"Fan, The",1,Chris Mulkey,Drama|Thriller,4,0.25
21 Jump Street,This Is the End,1,Jonah Hill,Action|Comedy,4,0.25
Midnight Run,Gone Baby Gone,1,John Ashton,Crime,3,0.333333
Working Girl,"Juror, The",1,Alec Baldwin,Drama,3,0.333333
Manhattan,Stardust Memories,1,Woody Allen,Comedy|Drama,4,0.25
Don Juan DeMarco,Dark Shadows,1,Johnny Depp,Comedy,3,0.333333
"Fan, The",Blade II,1,Wesley Snipes,Thriller,3,0.333333
Home Alone 2: Lost in New York,Superstar,1,Gerry Bamman,Comedy,3,0.333333
"Thin Red Line, The",Escape Plan,1,Jim Caviezel,Action,3,0.333333
Mister Roberts,JFK,1,Jack Lemmon,Drama,3,0.333333
Pretty in Pink,Some Folks Call It a Sling Blade,1,Molly Ringwald,Drama,3,0.333333
Home Alone 2: Lost in New York,My Fellow Americans,1,John Heard,Comedy,3,0.333333
"Soldier's Story, A",Inside Man,1,Denzel Washington,Drama,3,0.333333
"Lake House, The","Blind Side, The",1,Sandra Bullock,Drama,3,0.333333
In the Army Now,Road Trip,1,Andy Dick,Comedy,3,0.333333
Runaway Bride,Valentine's Day,2,Julia Roberts|Hector Elizondo,Comedy|Romance,6,0.166667
3000 Miles to Graceland,Spider-Man 3,1,Thomas Haden Church,Action|Thriller,4,0.25
To Die For,Australia,1,Nicole Kidman,Drama,3,0.333333
Fearless,Mary Shelley's Frankenstein (Frankenstein),1,Tom Hulce,Drama,3,0.333333
Chappie,Logan,1,Hugh Jackman,Action,3,0.333333
"Ice Storm, The",Monster,1,Christina Ricci,Drama,3,0.333333
"Believer, The","Notebook, The",1,Ryan Gosling,Drama,3,0.333333
"Chronicles of Riddick, The","Mist, The",1,Alexa Davalos,Sci-Fi,3,0.333333
